chr1	238690607	238691154
chr1	19967522	19968444
chr1	108557479	108558837
chr1	7258399	7259179
chr1	17527097	17527498
chr1	42348407	42349037
chr1	217982486	217983536
chr1	66929428	66930799
chr1	3155326	3155998
chr1	155977257	155977908
chr1	205925513	205926308
chr1	231689870	231690927
chr1	5839664	5840761
chr1	234246581	234247002
chr1	58714344	58715148
chr1	40653425	40655374
chr1	16063716	16064339
chr1	215013929	215014533
chr1	19940260	19941334
chr1	99965836	99966415
chr1	36578950	36579451
chr1	210433279	210433696
chr1	209374261	209374740
chr1	57242328	57243899
chr1	228867008	228867812
chr1	14266275	14266729
chr1	209249942	209250347
chr1	208867832	208868349
chr1	198174775	198175610
chr1	101391959	101393813
chr1	3597508	3599095
chr1	22763687	22764349
chr1	246178163	246179108
chr1	195090941	195091688
chr1	150914723	150915242
chr1	58249477	58250692
chr1	214281014	214281673
chr1	24912394	24913126
chr1	24970229	24970927
chr1	193457585	193458096
chr1	180579828	180580483
chr1	183214999	183215672
chr1	93114387	93115370
chr1	50177939	50179928
chr1	15212446	15213291
chr1	3170643	3171639
chr1	199975841	199977359
chr1	222251562	222252528
chr1	201277460	201278083
chr1	195667553	195668449
chr1	162498100	162499141
chr1	198360088	198360728
chr1	177999779	178000424
chr1	44292473	44293122
chr1	165844282	165845886
chr1	9916531	9917036
chr1	37123263	37123808
chr1	69571472	69572024
chr1	32351056	32352536
chr1	17764461	17765114
chr1	14929390	14930041
chr1	187651566	187652113
chr1	43708179	43709237
chr1	31182260	31182808
chr1	196562464	196563054
chr1	86041627	86042981
chr1	90376592	90377339
chr1	29071370	29072470
chr1	42046492	42047069
chr1	81607598	81608426
chr1	45010211	45012311
chr1	65998763	65999637
chr1	216576284	216576783
chr1	233913374	233913957
chr1	83801934	83802610
chr1	198285057	198286155
chr1	225427783	225428938
chr1	76585991	76587835
chr1	5676327	5677184
chr1	12385111	12385665
chr1	71080225	71081563
chr1	29179787	29180296
chr1	241713525	241714117
chr1	97579311	97579758
chr1	71307229	71307801
chr1	162904821	162906495
chr1	203327023	203328104
chr1	239814098	239814871
chr1	216684129	216686069
chr1	20339775	20340524
chr1	208074078	208074870
chr1	63593392	63594141
chr1	159126556	159127322
chr1	55219755	55220600
chr1	118563271	118564119
chr1	113509722	113510268
chr1	182391032	182392615
chr1	197808930	197809748
chr1	96166045	96166602
chr1	33152982	33154120
chr1	32241231	32241908
chr1	216653127	216653579
chr1	237975754	237976501
chr1	82836245	82838633
chr1	168811280	168811719
chr1	34156077	34156740
chr1	6231873	6232587
chr1	28132295	28132785
chr1	163863724	163864276
chr1	246280597	246281265
chr1	231508040	231508709
chr1	168783382	168783877
chr1	149938977	149939763
chr1	32361690	32362801
chr1	224113797	224114297
chr1	240987695	240988514
chr1	37556738	37557327
chr1	14697246	14697888
chr1	217929197	217929770
chr1	53200318	53200873
chr1	4748908	4749496
chr1	64474210	64474936
chr1	229076325	229076955
chr1	229927309	229927887
chr1	99061237	99061807
chr1	31625622	31627022
chr1	7450614	7451386
chr1	91128740	91129349
chr1	176206507	176207907
chr1	83839084	83840500
chr1	53066353	53066901
chr1	208098578	208099226
chr1	70899112	70899777
chr1	163975336	163975766
chr1	9444156	9445195
chr1	25875246	25876314
chr1	8117345	8117939
chr1	74052815	74053403
chr1	102370264	102370784
chr1	90833948	90835505
chr1	79310552	79311052
chr1	3251426	3252242
chr1	183365618	183366173
chr1	190843325	190843904
chr1	96971245	96972416
chr1	44621610	44622302
chr1	97500445	97501414
chr1	10551133	10551764
chr1	172308360	172309067
chr1	238246685	238247362
chr1	97743054	97743728
chr1	195137421	195138444
chr1	8877849	8879493
chr1	198881268	198881849
chr1	217425307	217426235
chr1	108850772	108851263
chr1	23825048	23826223
chr1	99489458	99489924
chr1	199520800	199521246
chr1	43712999	43713471
chr1	20829660	20830762
chr1	105506378	105507229
chr1	33379612	33380045
chr1	31243670	31244646
chr1	239857904	239858592
chr1	94798222	94798668
chr1	9251714	9252702
chr1	201702699	201704579
chr1	66679118	66679600
chr1	199978373	199978976
chr1	37011894	37012687
chr1	214391664	214392452
chr1	200686709	200687148
chr1	6491238	6491840
chr1	53334423	53334913
chr1	182418507	182418979
chr1	7150316	7151461
chr1	24616631	24617075
chr1	76548215	76549022
chr1	70874092	70874617
chr1	155011998	155012524
chr1	232848300	232848806
chr1	174854323	174855063
chr1	178820827	178821499
chr1	24919751	24920596
chr1	215253565	215254360
chr1	238439407	238440278
chr1	181069877	181070425
chr1	44412963	44414136
chr1	63463422	63464211
chr1	95171227	95171764
chr1	205356419	205357642
chr1	48679794	48680869
chr1	67909115	67909621
chr1	97136895	97139154
chr1	179784730	179785568
chr1	211260193	211261240
chr1	30815682	30817503
chr1	59919332	59920294
chr1	56025802	56026605
chr1	241239826	241240483
chr1	95536535	95537524
chr1	236307140	236307996
chr1	109810275	109810776
chr1	90730043	90730817
chr1	97219175	97219761
chr1	98051809	98052271
chr1	19169270	19170212
chr1	215045613	215046035
chr1	30265762	30266152
chr1	39277323	39279910
chr1	1907982	1909608
chr1	236925280	236926027
chr1	159090484	159091139
chr1	57616019	57616935
chr1	180271057	180271582
chr1	221074430	221074992
chr1	234975011	234975811
chr1	231953531	231954012
chr1	27410622	27411133
chr1	234499032	234499581
chr1	208270324	208271350
chr1	107449479	107450246
chr1	51729404	51729813
chr1	185954125	185954733
chr1	9252980	9254041
chr1	7024959	7027716
chr1	31016730	31017270
chr1	31122578	31123262
chr1	3229178	3229720
chr1	156291185	156291922
chr1	14199916	14200510
chr1	245786833	245787591
chr1	24011751	24012561
chr1	66300258	66300972
chr1	210662259	210663139
chr1	97996249	97997114
chr1	188950973	188951572
chr1	36517380	36517838
chr1	216440275	216440876
chr1	169129241	169130071
chr1	57850838	57851340
chr1	5435359	5435938
chr1	187977412	187979381
chr1	110291532	110292696
chr1	87812945	87813756
chr1	205521706	205522737
chr1	23091441	23092413
chr1	18548483	18549627
chr1	95992699	95993712
chr1	164775807	164776465
chr1	224714488	224715248
chr1	238349286	238350218
chr1	47530113	47530942
chr1	178156454	178157084
chr1	71774164	71775466
chr1	233998174	233999815
chr1	4378261	4378748
chr1	55577060	55577657
chr1	205983731	205984538
chr1	27525179	27525894
chr1	209207133	209208126
chr1	229578953	229579468
chr1	7851526	7852152
chr1	210439217	210439960
chr1	166469653	166470358
chr1	36593989	36594456
chr1	51235936	51236647
chr1	40658625	40659780
chr1	84100720	84101426
chr1	161307254	161307915
chr1	25923117	25924534
chr1	117928575	117930178
chr1	66207394	66208430
chr1	180316377	180317160
chr1	21008372	21008808
chr1	110570960	110571770
chr1	36874617	36875289
chr1	181108285	181108715
chr1	64567638	64568345
chr1	233005693	233006206
chr1	35668481	35669565
chr1	201719781	201721986
chr1	174874472	174874901
chr1	246214874	246215278
chr1	226476949	226477442
chr1	167310374	167311361
chr1	192630614	192631108
chr1	162121889	162122405
chr1	10528349	10529405
chr1	197472547	197473195
chr1	177326813	177327285
chr1	1303248	1308809
chr1	82567531	82568166
chr1	13883222	13884064
chr1	164873490	164873948
chr1	107109404	107110719
chr1	110466816	110467609
chr1	101376556	101377595
chr1	69848295	69848991
chr1	199809489	199810127
chr1	90457953	90458907
chr1	177958432	177959023
chr1	36574273	36574947
chr1	229709078	229710003
chr1	37763755	37765337
chr1	96996994	96997509
chr1	203649757	203650884
chr1	175060722	175061475
chr1	194747484	194748519
chr1	5693401	5694191
chr1	91500580	91502395
chr1	54402714	54403963
chr1	232685563	232685933
chr1	30250182	30251812
chr1	235233660	235234215
chr1	97208717	97210150
chr1	80815303	80815837
chr1	201108415	201109117
chr1	118252817	118253404
chr1	7126146	7126712
chr1	188709070	188710025
chr1	169999169	170000374
chr1	73918999	73919640
chr1	20233708	20235396
chr1	151146036	151147336
chr1	162136808	162138330
chr1	105332724	105333545
chr1	216390813	216391472
chr1	2212096	2213175
chr1	38179405	38179997
chr1	246147193	246147724
chr1	85909751	85910258
chr1	178506182	178506975
chr1	107341288	107341821
chr1	76815571	76816150
chr1	96089593	96090441
chr1	87340888	87341677
chr1	150167721	150168187
chr1	116777665	116778405
chr1	177586290	177587485
chr1	53322492	53323219
chr1	198795107	198795684
chr1	106399113	106399879
chr1	227734623	227735745
chr1	1858652	1859216
chr1	228860915	228861533
chr1	23013716	23014354
chr1	241316744	241317348
chr1	151128659	151129889
chr1	241715512	241716574
chr1	185843415	185844093
chr1	97929771	97930980
chr1	39174367	39174937
chr1	10281600	10282108
chr1	98975052	98975723
chr1	98892851	98893860
chr1	76365601	76366080
chr1	155077883	155079042
chr1	80444920	80445585
chr1	15195843	15196351
chr1	232010714	232011406
chr1	50661720	50662325
chr1	174999827	175000574
chr1	1895858	1896332
chr1	154940693	154941540
chr1	169104875	169105575
chr1	7117550	7119513
chr1	21324163	21325151
chr1	115908452	115909500
chr1	242137624	242138236
chr1	199786520	199787106
chr1	209850196	209850783
chr1	115915068	115915677
chr1	92961338	92962070
chr1	69295445	69295912
chr1	59698521	59699033
chr1	202143239	202144174
chr1	111920181	111920625
chr1	86732263	86732682
chr1	192654327	192654858
chr1	180423265	180425592
chr1	4670074	4670561
chr1	15758956	15759691
chr1	226662829	226663507
chr1	47023060	47024534
chr1	169122852	169123534
chr1	147669401	147670932
chr1	216135541	216136076
chr1	21586611	21587305
chr1	79727971	79728584
chr1	238598851	238600045
chr1	248837849	248839323
chr1	55420842	55421416
chr1	39170063	39171185
chr1	36167023	36167770
chr1	197686648	197687701
chr1	76611620	76612656
chr1	202295507	202296078
chr1	40639448	40640290
chr1	200909607	200910133
chr1	26856064	26856624
chr1	41537313	41538426
chr1	233235955	233237772
chr1	162874974	162875923
chr1	62977971	62979030
chr1	11965067	11965737
chr1	97592921	97593594
chr1	31714745	31715359
chr1	221829685	221830069
chr1	154715488	154716282
chr1	156486873	156487503
chr1	192593964	192594593
chr1	199736450	199737284
chr1	13976499	13977008
chr1	204499704	204500241
chr1	60857218	60858137
